datetime,tempF,windspeedMiles,weatherCode,precipMM,precipInches,humidity,visibility,visibilityMiles,pressure,pressureInches,cloudcover,HeatIndexC,HeatIndexF,DewPointC,DewPointF,WindChillC,WindChillF,WindGustMiles,WindGustKmph,FeelsLikeC,FeelsLikeF,uvIndex,subba-name,value,value-units,zone
2023-12-28T04,43,5,113,0.0,0.0,43,10,6,1020,30,7,6,43,-6,22,4,39,10,17,4,39,1,ERCO - West,1641,megawatthours,WEST
2023-12-28T04,42,6,116,0.0,0.0,56,10,6,1021,30,39,6,42,-2,28,3,38,8,13,3,38,1,ERCO - North Central,14133,megawatthours,NCEN
2023-12-28T04,46,4,113,0.0,0.0,63,10,6,1021,30,10,8,46,1,34,7,44,7,11,7,44,1,ERCO - South Central,7708,megawatthours,SCEN
2023-12-28T04,39,1,116,0.0,0.0,22,10,6,1020,30,32,4,39,-16,3,4,38,2,3,4,38,1,ERCO - Far West,6028,megawatthours,FWES
2023-12-28T04,34,5,113,0.0,0.0,67,10,6,1020,30,15,1,34,-4,24,-1,29,10,17,-1,29,1,ERCO - East,2460,megawatthours,EAST
2023-12-28T05,42,6,113,0.0,0.0,46,10,6,1021,30,7,5,42,-5,23,3,38,12,20,3,38,1,ERCO - West,1557,megawatthours,WEST
2023-12-28T05,46,4,113,0.0,0.0,64,10,6,1020,30,18,8,46,1,34,7,44,6,10,7,44,1,ERCO - South Central,7470,megawatthours,SCEN
2023-12-28T05,50,5,113,0.0,0.0,52,10,6,1020,30,6,10,50,0,33,9,48,7,11,9,48,1,ERCO - Coast,11657,megawatthours,COAS
2023-12-28T05,37,9,113,0.0,0.0,67,10,6,1022,30,11,3,37,-3,27,-1,30,18,29,-1,30,1,ERCO - North,1637,megawatthours,NRTH
2023-12-28T05,46,6,113,0.0,0.0,61,10,6,1020,30,5,8,46,1,33,6,43,11,18,6,43,1,ERCO - South,3294,megawatthours,SOUT
2023-12-28T05,41,6,116,0.0,0.0,57,10,6,1021,30,36,5,41,-3,27,3,37,9,14,3,37,1,ERCO - North Central,13614,megawatthours,NCEN
2023-12-28T05,34,6,116,0.0,0.0,67,10,6,1020,30,27,1,34,-4,24,-2,29,11,17,-2,29,1,ERCO - East,2444,megawatthours,EAST
2023-12-28T05,38,1,113,0.0,0.0,23,10,6,1020,30,4,3,38,-16,3,3,38,3,5,3,38,1,ERCO - Far West,6030,megawatthours,FWES
2023-12-28T06,36,9,113,0.0,0.0,69,10,6,1022,30,4,2,36,-3,27,-1,29,18,29,-1,29,2,ERCO - North,1612,megawatthours,NRTH
2023-12-28T06,45,5,113,0.0,0.0,63,10,6,1020,30,5,7,45,1,33,6,42,11,18,6,42,3,ERCO - South,3288,megawatthours,SOUT
2023-12-28T06,49,5,113,0.0,0.0,52,10,6,1020,30,5,9,49,0,32,8,47,7,12,8,47,3,ERCO - Coast,11377,megawatthours,COAS
2023-12-28T06,41,6,119,0.0,0.0,57,10,6,1021,30,76,5,41,-3,27,2,36,9,15,2,36,1,ERCO - North Central,13126,megawatthours,NCEN
2023-12-28T06,34,5,116,0.0,0.0,67,10,6,1020,30,48,1,34,-4,24,-2,29,10,16,-2,29,2,ERCO - East,2401,megawatthours,EAST
2023-12-28T06,41,6,113,0.0,0.0,48,10,6,1021,30,6,5,41,-5,23,3,37,13,20,3,37,3,ERCO - West,1562,megawatthours,WEST
2023-12-28T06,37,2,113,0.0,0.0,23,10,6,1020,30,7,3,37,-16,3,3,37,3,5,3,37,2,ERCO - Far West,6119,megawatthours,FWES
2023-12-28T06,45,3,113,0.0,0.0,65,10,6,1021,30,14,7,45,1,34,7,44,6,9,7,44,3,ERCO - South Central,7219,megawatthours,SCEN
2023-12-28T07,40,8,116,0.0,0.0,57,10,6,1021,30,26,5,40,-3,26,2,35,11,18,2,35,2,ERCO - North Central,12827,megawatthours,NCEN
2023-12-28T07,40,8,113,0.0,0.0,50,10,6,1022,30,4,5,40,-5,23,2,35,16,26,2,35,2,ERCO - West,1504,megawatthours,WEST
2023-12-28T07,45,3,113,0.0,0.0,65,10,6,1021,30,5,7,45,1,34,6,43,6,9,6,43,3,ERCO - South Central,7032,megawatthours,SCEN
2023-12-28T07,37,2,113,0.0,0.0,23,10,6,1020,30,7,3,37,-16,3,2,36,4,7,2,36,2,ERCO - Far West,6159,megawatthours,FWES
2023-12-28T07,36,9,113,0.0,0.0,70,10,6,1023,30,4,2,36,-3,27,-2,29,18,30,-2,29,2,ERCO - North,1585,megawatthours,NRTH
2023-12-28T07,48,6,113,0.0,0.0,52,10,6,1021,30,8,9,48,-0,32,8,46,8,13,8,46,3,ERCO - Coast,11030,megawatthours,COAS
2023-12-28T07,34,6,116,0.0,0.0,67,10,6,1020,30,45,1,34,-4,24,-2,29,10,16,-2,29,2,ERCO - East,2342,megawatthours,EAST
2023-12-28T07,45,5,113,0.0,0.0,64,10,6,1021,30,5,7,45,1,33,6,42,11,18,6,42,3,ERCO - South,3205,megawatthours,SOUT
2023-12-28T08,39,8,113,0.0,0.0,51,10,6,1023,30,4,4,39,-5,23,1,34,17,28,1,34,2,ERCO - West,1533,megawatthours,WEST
2023-12-28T08,37,3,113,0.0,0.0,23,10,6,1020,30,11,3,37,-16,2,2,35,6,9,2,35,2,ERCO - Far West,6148,megawatthours,FWES
2023-12-28T08,48,5,113,0.0,0.0,53,10,6,1021,30,6,9,48,-0,31,8,46,8,12,8,46,3,ERCO - Coast,10930,megawatthours,COAS
2023-12-28T08,45,5,113,0.0,0.0,65,10,6,1022,30,4,7,45,1,33,6,42,10,16,6,42,3,ERCO - South,3156,megawatthours,SOUT
2023-12-28T08,35,9,113,0.0,0.0,70,10,6,1023,30,4,2,35,-3,26,-2,28,18,30,-2,28,2,ERCO - North,1555,megawatthours,NRTH
2023-12-28T08,40,7,116,0.0,0.0,57,10,6,1022,30,33,5,40,-4,26,2,35,10,17,2,35,2,ERCO - North Central,12711,megawatthours,NCEN
2023-12-28T08,45,4,113,0.0,0.0,65,10,6,1022,30,4,7,45,1,34,6,43,6,10,6,43,3,ERCO - South Central,6959,megawatthours,SCEN
2023-12-28T08,34,5,122,0.0,0.0,67,10,6,1021,30,91,1,34,-4,24,-2,29,10,16,-2,29,1,ERCO - East,2327,megawatthours,EAST
2023-12-28T09,47,4,113,0.0,0.0,65,10,6,1022,30,4,8,47,1,34,7,45,9,14,7,45,3,ERCO - South,2972,megawatthours,SOUT
2023-12-28T09,46,4,113,0.0,0.0,64,10,6,1022,30,4,8,46,1,34,7,44,6,10,7,44,3,ERCO - South Central,7009,megawatthours,SCEN
2023-12-28T09,36,6,113,0.0,0.0,66,10,6,1021,30,16,2,36,-4,24,-1,30,9,15,-1,30,2,ERCO - East,2290,megawatthours,EAST
2023-12-28T09,38,3,113,0.0,0.0,23,10,6,1021,30,17,3,38,-16,2,2,36,6,10,2,36,2,ERCO - Far West,6114,megawatthours,FWES
2023-12-28T09,40,7,113,0.0,0.0,52,10,6,1023,30,4,5,40,-5,23,2,36,15,24,2,36,2,ERCO - West,1640,megawatthours,WEST
2023-12-28T09,36,9,113,0.0,0.0,69,10,6,1024,30,4,2,36,-4,25,-2,29,18,29,-2,29,2,ERCO - North,1538,megawatthours,NRTH
2023-12-28T09,41,8,122,0.0,0.0,56,10,6,1022,30,100,5,41,-3,26,2,35,10,16,2,35,1,ERCO - North Central,12828,megawatthours,NCEN
2023-12-28T09,49,6,113,0.0,0.0,52,10,6,1022,30,4,9,49,-1,31,8,46,8,12,8,46,3,ERCO - Coast,10894,megawatthours,COAS
2023-12-28T10,50,6,113,0.0,0.0,48,10,6,1022,30,4,10,50,-1,30,9,48,7,11,9,48,3,ERCO - Coast,11010,megawatthours,COAS
2023-12-28T10,40,4,113,0.0,0.0,22,10,6,1022,30,22,4,40,-16,4,3,38,8,13,3,38,2,ERCO - Far West,6137,megawatthours,FWES
2023-12-28T10,50,4,113,0.0,0.0,57,10,6,1022,30,5,10,50,1,35,9,49,5,9,9,49,3,ERCO - South,3121,megawatthours,SOUT
2023-12-28T10,38,9,113,0.0,0.0,57,10,6,1021,30,12,4,38,-5,24,0,32,11,18,0,32,2,ERCO - East,2255,megawatthours,EAST
2023-12-28T10,41,8,119,0.0,0.0,57,10,6,1022,30,77,5,41,-3,27,2,36,10,17,2,36,2,ERCO - North Central,12939,megawatthours,NCEN
2023-12-28T10,42,6,113,0.0,0.0,49,10,6,1023,30,4,6,42,-5,23,3,38,11,17,3,38,3,ERCO - West,1686,megawatthours,WEST
2023-12-28T10,38,10,113,0.0,0.0,63,10,6,1024,30,4,3,38,-4,25,-1,31,15,25,-1,31,2,ERCO - North,1518,megawatthours,NRTH
2023-12-28T10,49,5,113,0.0,0.0,57,10,6,1022,30,4,9,49,1,34,8,47,7,11,8,47,3,ERCO - South Central,7143,megawatthours,SCEN
2023-12-28T11,42,3,113,0.0,0.0,20,10,6,1022,30,21,6,42,-16,4,5,40,6,10,5,40,3,ERCO - Far West,6155,megawatthours,FWES
2023-12-28T11,52,7,113,0.0,0.0,43,10,6,1022,30,3,11,52,-1,30,9,49,8,12,9,49,4,ERCO - Coast,11268,megawatthours,COAS
2023-12-28T11,45,7,113,0.0,0.0,41,10,6,1023,30,4,7,45,-5,22,5,41,9,14,5,41,3,ERCO - West,1711,megawatthours,WEST
2023-12-28T11,53,4,113,0.0,0.0,50,10,6,1022,30,5,12,53,1,35,11,53,5,7,11,53,4,ERCO - South,3138,megawatthours,SOUT
2023-12-28T11,41,10,113,0.0,0.0,49,10,6,1022,30,14,5,41,-5,23,1,35,12,19,1,35,2,ERCO - East,2318,megawatthours,EAST
2023-12-28T11,40,13,113,0.0,0.0,52,10,6,1024,30,4,5,40,-4,24,1,33,17,27,1,33,2,ERCO - North,1550,megawatthours,NRTH
2023-12-28T11,42,9,122,0.0,0.0,57,10,6,1023,30,100,6,42,-2,28,3,37,10,17,3,37,2,ERCO - North Central,13078,megawatthours,NCEN
2023-12-28T11,51,6,113,0.0,0.0,50,10,6,1022,30,4,11,51,1,33,9,49,7,11,9,49,4,ERCO - South Central,7391,megawatthours,SCEN
2023-12-28T12,53,8,113,0.0,0.0,40,10,6,1022,30,2,12,53,-2,29,10,51,10,15,10,51,4,ERCO - Coast,11758,megawatthours,COAS
2023-12-28T12,47,6,113,0.0,0.0,35,10,6,1023,30,4,8,47,-6,22,7,44,8,12,7,44,3,ERCO - West,1754,megawatthours,WEST
2023-12-28T12,53,7,113,0.0,0.0,46,10,6,1022,30,6,12,53,1,33,11,51,8,13,11,51,4,ERCO - South Central,7840,megawatthours,SCEN
2023-12-28T12,56,2,113,0.0,0.0,45,10,6,1022,30,4,13,56,2,35,13,55,3,5,13,55,4,ERCO - South,3304,megawatthours,SOUT
2023-12-28T12,44,3,113,0.0,0.0,18,10,6,1022,30,22,7,44,-16,3,6,43,5,8,6,43,3,ERCO - Far West,6102,megawatthours,FWES
2023-12-28T12,42,11,113,0.0,0.0,45,10,6,1021,30,16,6,42,-5,23,3,37,12,20,3,37,3,ERCO - East,2428,megawatthours,EAST
2023-12-28T12,44,10,122,0.0,0.0,56,10,6,1023,30,99,6,44,-2,29,4,38,11,18,4,38,2,ERCO - North Central,13626,megawatthours,NCEN
2023-12-28T12,43,14,113,0.0,0.0,45,10,6,1023,30,4,6,43,-5,23,2,36,16,26,2,36,3,ERCO - North,1597,megawatthours,NRTH
2023-12-28T13,44,12,113,0.0,0.0,43,10,6,1020,30,14,7,44,-5,23,3,38,13,22,3,38,3,ERCO - East,2587,megawatthours,EAST
2023-12-28T13,55,9,113,0.0,0.0,38,10,6,1021,30,3,13,55,-1,30,11,52,11,17,11,52,4,ERCO - Coast,12334,megawatthours,COAS
2023-12-28T13,46,3,116,0.0,0.0,17,10,6,1021,30,29,8,46,-16,4,7,45,5,7,7,45,3,ERCO - Far West,6133,megawatthours,FWES
2023-12-28T13,49,5,113,0.0,0.0,32,10,6,1022,30,4,10,49,-6,21,8,47,6,10,8,47,3,ERCO - West,1812,megawatthours,WEST
2023-12-28T13,56,8,113,0.0,0.0,43,10,6,1021,30,7,13,55,1,33,12,54,9,14,12,54,4,ERCO - South Central,8399,megawatthours,SCEN
2023-12-28T13,58,1,113,0.0,0.0,42,10,6,1021,30,2,14,58,2,35,14,58,1,2,14,58,4,ERCO - South,3516,megawatthours,SOUT
2023-12-28T13,45,10,116,0.0,0.0,55,10,6,1022,30,60,7,45,-1,30,4,40,12,19,4,40,3,ERCO - North Central,14338,megawatthours,NCEN
2023-12-28T13,45,14,113,0.0,0.0,40,10,6,1023,30,4,7,45,-6,22,3,38,16,26,3,38,3,ERCO - North,1665,megawatthours,NRTH
2023-12-28T14,60,2,113,0.0,0.0,39,10,6,1020,30,3,15,60,2,36,15,60,3,4,15,60,5,ERCO - South,3642,megawatthours,SOUT
2023-12-28T14,51,4,113,0.0,0.0,31,10,6,1020,30,4,10,51,-6,21,10,49,5,8,10,49,4,ERCO - West,1808,megawatthours,WEST
2023-12-28T14,47,3,116,0.0,0.0,16,10,6,1020,30,46,9,47,-16,4,8,47,4,6,8,47,3,ERCO - Far West,6236,megawatthours,FWES
2023-12-28T14,45,12,113,0.0,0.0,40,10,6,1019,30,9,7,45,-5,23,4,39,14,23,4,39,3,ERCO - East,2694,megawatthours,EAST
2023-12-28T14,57,8,113,0.0,0.0,41,10,6,1020,30,9,14,57,1,34,13,56,9,15,13,56,4,ERCO - South Central,8847,megawatthours,SCEN
2023-12-28T14,46,14,113,0.0,0.0,36,10,6,1021,30,4,8,46,-6,21,5,40,16,26,5,40,3,ERCO - North,1736,megawatthours,NRTH
2023-12-28T14,46,11,122,0.0,0.0,52,10,6,1021,30,100,8,46,-1,30,5,41,13,21,5,41,2,ERCO - North Central,14900,megawatthours,NCEN
2023-12-28T14,56,10,113,0.0,0.0,37,10,6,1020,30,4,13,56,-1,30,12,54,11,18,12,54,4,ERCO - Coast,12763,megawatthours,COAS
2023-12-28T15,57,10,113,0.0,0.0,36,10,6,1019,30,5,14,57,-1,31,13,55,12,19,13,55,4,ERCO - Coast,12887,megawatthours,COAS
2023-12-28T15,49,2,116,0.0,0.0,16,10,6,1018,30,45,9,49,-15,5,9,48,3,5,9,48,3,ERCO - Far West,6261,megawatthours,FWES
2023-12-28T15,61,3,113,0.0,0.0,37,10,6,1019,30,6,16,61,2,35,16,61,4,6,16,61,5,ERCO - South,3657,megawatthours,SOUT
2023-12-28T15,52,4,113,0.0,0.0,30,10,6,1019,30,4,11,52,-6,22,10,51,5,8,10,51,4,ERCO - West,1736,megawatthours,WEST
2023-12-28T15,47,13,113,0.0,0.0,33,10,6,1020,30,4,9,47,-6,20,5,42,15,25,5,42,3,ERCO - North,1731,megawatthours,NRTH
2023-12-28T15,47,13,122,0.0,0.0,49,10,6,1021,30,100,8,47,-1,30,5,41,14,23,5,41,2,ERCO - North Central,15054,megawatthours,NCEN
2023-12-28T15,58,9,113,0.0,0.0,39,10,6,1019,30,9,15,58,1,34,14,57,10,16,14,57,4,ERCO - South Central,8758,megawatthours,SCEN
2023-12-28T15,46,13,113,0.0,0.0,39,10,6,1019,30,7,8,46,-5,23,4,40,15,24,4,40,3,ERCO - East,2696,megawatthours,EAST
2023-12-28T16,50,3,116,0.0,0.0,16,10,6,1018,30,50,10,50,-15,6,10,50,4,6,10,50,3,ERCO - Far West,6354,megawatthours,FWES
2023-12-28T16,47,13,122,0.0,0.0,48,10,6,1021,30,95,8,47,-2,28,5,41,16,26,5,41,2,ERCO - North Central,14758,megawatthours,NCEN
2023-12-28T16,62,2,113,0.0,0.0,36,10,6,1019,30,3,17,62,2,35,17,62,3,5,17,62,5,ERCO - South,3564,megawatthours,SOUT
2023-12-28T16,59,10,113,0.0,0.0,39,10,6,1019,30,8,15,59,1,34,15,58,11,18,15,58,4,ERCO - South Central,8212,megawatthours,SCEN
2023-12-28T16,46,13,113,0.0,0.0,39,10,6,1019,30,7,8,46,-5,23,4,40,16,26,4,40,3,ERCO - East,2544,megawatthours,EAST
2023-12-28T16,48,14,113,0.0,0.0,32,10,6,1020,30,4,9,48,-7,20,6,42,16,26,6,42,3,ERCO - North,1677,megawatthours,NRTH
2023-12-28T16,53,4,113,0.0,0.0,30,10,6,1019,30,4,11,53,-5,23,11,51,5,9,11,51,4,ERCO - West,1653,megawatthours,WEST
2023-12-28T16,57,11,113,0.0,0.0,36,10,6,1019,30,6,14,57,-0,31,13,55,12,19,13,55,4,ERCO - Coast,12783,megawatthours,COAS
2023-12-28T17,58,11,113,0.0,0.0,39,10,6,1019,30,9,14,58,1,34,14,57,13,21,14,57,4,ERCO - South Central,7722,megawatthours,SCEN
2023-12-28T17,62,1,113,0.0,0.0,35,10,6,1019,30,11,16,62,2,35,16,62,1,2,16,62,5,ERCO - South,3463,megawatthours,SOUT
2023-12-28T17,44,12,113,0.0,0.0,43,10,6,1020,30,4,7,44,-4,25,3,38,16,26,3,38,3,ERCO - East,2382,megawatthours,EAST
2023-12-28T17,47,14,113,0.0,0.0,32,10,6,1021,30,4,8,47,-7,20,5,41,18,29,5,41,3,ERCO - North,1634,megawatthours,NRTH
2023-12-28T17,47,13,116,0.0,0.0,45,10,6,1022,30,50,8,47,-3,27,5,41,16,26,5,41,3,ERCO - North Central,14309,megawatthours,NCEN
2023-12-28T17,57,11,113,0.0,0.0,37,10,6,1019,30,6,14,57,-0,32,12,54,13,21,12,54,4,ERCO - Coast,12611,megawatthours,COAS
2023-12-28T17,52,6,113,0.0,0.0,30,10,6,1019,30,4,11,52,-5,23,10,50,7,12,10,50,4,ERCO - West,1580,megawatthours,WEST
2023-12-28T17,50,2,116,0.0,0.0,16,10,6,1018,30,44,10,50,-14,6,10,50,4,6,10,50,4,ERCO - Far West,6302,megawatthours,FWES
2023-12-28T18,56,10,113,0.0,0.0,42,10,6,1020,30,7,13,56,2,35,12,54,14,23,12,54,1,ERCO - South Central,7312,megawatthours,SCEN
2023-12-28T18,45,14,113,0.0,0.0,38,10,6,1022,30,4,7,45,-6,22,4,38,20,32,4,38,1,ERCO - North,1587,megawatthours,NRTH
2023-12-28T18,46,12,113,0.0,0.0,43,10,6,1022,30,11,8,46,-4,25,5,41,16,25,5,41,1,ERCO - North Central,13844,megawatthours,NCEN
2023-12-28T18,50,7,113,0.0,0.0,32,10,6,1020,30,4,10,50,-5,23,9,48,10,16,9,48,1,ERCO - West,1531,megawatthours,WEST
2023-12-28T18,49,2,116,0.0,0.0,17,10,6,1018,30,45,9,49,-14,7,10,49,3,6,10,49,1,ERCO - Far West,6260,megawatthours,FWES
2023-12-28T18,59,4,113,0.0,0.0,41,10,6,1019,30,15,15,59,3,38,15,60,6,9,15,60,1,ERCO - South,3371,megawatthours,SOUT
2023-12-28T18,42,11,113,0.0,0.0,49,10,6,1020,30,3,6,42,-4,25,2,36,17,28,2,36,1,ERCO - East,2284,megawatthours,EAST
2023-12-28T18,56,11,113,0.0,0.0,40,10,6,1020,30,3,13,56,0,32,12,53,14,23,12,53,1,ERCO - Coast,12351,megawatthours,COAS
2023-12-28T19,57,3,113,0.0,0.0,45,10,6,1020,30,18,14,57,2,36,14,57,7,11,14,57,1,ERCO - South,3283,megawatthours,SOUT
2023-12-28T19,54,10,113,0.0,0.0,48,10,6,1021,30,4,12,54,2,35,10,51,16,26,10,51,1,ERCO - South Central,6994,megawatthours,SCEN
2023-12-28T19,40,8,113,0.0,0.0,57,10,6,1021,30,5,5,40,-3,26,1,35,15,24,1,35,1,ERCO - East,2171,megawatthours,EAST
2023-12-28T19,45,11,113,0.0,0.0,42,10,6,1023,30,8,7,45,-5,24,4,40,15,24,4,40,1,ERCO - North Central,13382,megawatthours,NCEN
2023-12-28T19,48,2,119,0.0,0.0,21,10,6,1019,30,67,9,48,-12,10,9,48,4,7,9,48,1,ERCO - Far West,6275,megawatthours,FWES
2023-12-28T19,42,11,113,0.0,0.0,47,10,6,1023,30,4,6,42,-5,24,2,36,19,30,2,36,1,ERCO - North,1548,megawatthours,NRTH
2023-12-28T19,55,9,113,0.0,0.0,43,10,6,1021,30,2,13,55,0,32,11,52,13,20,11,52,1,ERCO - Coast,12140,megawatthours,COAS
2023-12-28T19,49,9,113,0.0,0.0,37,10,6,1021,30,4,9,49,-5,24,7,45,15,24,7,45,1,ERCO - West,1478,megawatthours,WEST
2023-12-28T20,51,11,113,0.0,0.0,53,10,6,1022,30,3,11,51,2,35,9,48,16,26,9,48,1,ERCO - South Central,6797,megawatthours,SCEN
2023-12-28T20,39,7,116,0.0,0.0,63,10,6,1022,30,30,4,39,-3,27,1,33,14,22,1,33,1,ERCO - East,2109,megawatthours,EAST
2023-12-28T20,44,11,113,0.0,0.0,43,10,6,1024,30,8,7,44,-5,23,4,39,15,24,4,39,1,ERCO - North Central,12971,megawatthours,NCEN
2023-12-28T20,40,9,113,0.0,0.0,57,10,6,1025,30,4,5,40,-3,26,1,34,16,25,1,34,1,ERCO - North,1541,megawatthours,NRTH
2023-12-28T20,54,8,113,0.0,0.0,45,10,6,1021,30,1,12,54,0,33,10,51,12,19,10,51,1,ERCO - Coast,11997,megawatthours,COAS
2023-12-28T20,56,5,116,0.0,0.0,48,10,6,1021,30,30,13,56,2,36,13,55,9,15,13,55,1,ERCO - South,3256,megawatthours,SOUT
2023-12-28T20,47,3,122,0.0,0.0,22,10,6,1019,30,93,8,47,-12,10,8,46,6,9,8,46,1,ERCO - Far West,6299,megawatthours,FWES
2023-12-28T20,47,10,113,0.0,0.0,39,10,6,1022,30,4,8,47,-5,23,6,42,18,28,6,42,1,ERCO - West,1477,megawatthours,WEST
2023-12-28T21,45,10,113,0.0,0.0,42,10,6,1024,30,4,7,45,-5,23,5,41,18,29,5,41,1,ERCO - West,1511,megawatthours,WEST
2023-12-28T21,52,9,113,0.0,0.0,46,10,6,1022,30,8,11,52,0,33,9,49,13,22,9,49,1,ERCO - Coast,11848,megawatthours,COAS
2023-12-28T21,54,7,116,0.0,0.0,51,10,6,1022,30,34,12,54,3,37,11,53,12,20,11,53,1,ERCO - South,3230,megawatthours,SOUT
2023-12-28T21,43,10,113,0.0,0.0,45,10,6,1024,30,4,6,43,-5,23,3,38,14,23,3,38,1,ERCO - North Central,12701,megawatthours,NCEN
2023-12-28T21,38,8,116,0.0,0.0,67,10,6,1022,30,26,3,38,-2,28,0,32,15,23,0,32,1,ERCO - East,2049,megawatthours,EAST
2023-12-28T21,47,4,116,0.0,0.0,22,10,6,1020,30,51,8,47,-12,10,8,46,7,12,8,46,1,ERCO - Far West,6110,megawatthours,FWES
2023-12-28T21,38,10,113,0.0,0.0,65,10,6,1026,30,4,3,38,-2,28,-0,31,16,26,-0,31,1,ERCO - North,1549,megawatthours,NRTH
2023-12-28T21,50,11,113,0.0,0.0,57,10,6,1024,30,13,10,50,1,34,7,45,16,27,7,45,1,ERCO - South Central,6745,megawatthours,SCEN
2023-12-28T22,37,9,113,0.0,0.0,73,10,6,1027,30,3,3,37,-2,28,-1,30,14,22,-1,30,1,ERCO - North,1559,megawatthours,NRTH
2023-12-28T22,47,4,116,0.0,0.0,23,10,6,1021,30,34,8,47,-12,10,7,45,8,12,7,45,1,ERCO - Far West,6094,megawatthours,FWES
2023-12-28T22,53,7,116,0.0,0.0,54,10,6,1023,30,32,12,53,3,37,10,51,13,21,10,51,1,ERCO - South,3210,megawatthours,SOUT
2023-12-28T22,44,9,113,0.0,0.0,45,10,6,1024,30,4,7,44,-4,24,4,39,17,28,4,39,1,ERCO - West,1544,megawatthours,WEST
2023-12-28T22,42,9,113,0.0,0.0,49,10,6,1025,30,3,6,42,-4,25,3,37,13,21,3,37,1,ERCO - North Central,12833,megawatthours,NCEN
2023-12-28T22,37,8,113,0.0,0.0,70,10,6,1023,30,7,3,37,-2,28,-0,31,14,23,-0,31,1,ERCO - East,1963,megawatthours,EAST
2023-12-28T22,48,11,113,0.0,0.0,56,10,6,1024,30,2,9,48,1,33,6,43,16,26,6,43,1,ERCO - South Central,6785,megawatthours,SCEN
2023-12-28T22,51,9,113,0.0,0.0,48,10,6,1023,30,20,11,51,0,32,9,48,13,21,9,48,1,ERCO - Coast,11761,megawatthours,COAS
2023-12-28T23,36,6,113,0.0,0.0,77,10,6,1028,30,5,2,36,-2,28,-1,31,10,16,-1,31,1,ERCO - North,1610,megawatthours,NRTH
2023-12-28T23,44,9,113,0.0,0.0,48,10,6,1025,30,4,6,44,-4,25,4,39,17,27,4,39,1,ERCO - West,1568,megawatthours,WEST
2023-12-28T23,52,9,116,0.0,0.0,55,10,6,1024,30,30,11,52,2,36,9,49,15,24,9,49,1,ERCO - South,3310,megawatthours,SOUT
2023-12-28T23,51,9,113,0.0,0.0,49,10,6,1023,30,4,10,51,-0,32,9,48,13,21,9,48,1,ERCO - Coast,11784,megawatthours,COAS
2023-12-28T23,48,11,113,0.0,0.0,57,10,6,1025,30,3,9,48,0,32,6,43,15,24,6,43,1,ERCO - South Central,6950,megawatthours,SCEN
2023-12-28T23,36,8,113,0.0,0.0,72,10,6,1023,30,5,2,36,-2,28,-1,30,14,22,-1,30,1,ERCO - East,1975,megawatthours,EAST
2023-12-28T23,42,9,113,0.0,0.0,52,10,6,1025,30,1,6,42,-4,25,3,37,12,20,3,37,1,ERCO - North Central,13333,megawatthours,NCEN
2023-12-28T23,46,4,113,0.0,0.0,23,10,6,1021,30,16,8,46,-12,11,7,45,8,13,7,45,1,ERCO - Far West,5976,megawatthours,FWES
2023-12-29T00,46,4,116,0.0,0.0,24,10,6,1022,30,49,8,46,-11,12,6,44,8,13,6,44,1,ERCO - Far West,5872,megawatthours,FWES
2023-12-29T00,50,7,113,0.0,0.0,50,10,6,1023,30,3,10,50,0,32,8,47,10,16,8,47,1,ERCO - Coast,12238,megawatthours,COAS
2023-12-29T00,50,7,116,0.0,0.0,55,10,6,1023,30,27,10,50,2,35,9,47,14,23,9,47,1,ERCO - South,3362,megawatthours,SOUT
2023-12-29T00,47,9,113,0.0,0.0,61,10,6,1024,30,6,8,47,1,34,6,42,13,21,6,42,1,ERCO - South Central,7329,megawatthours,SCEN
2023-12-29T00,43,6,113,0.0,0.0,47,10,6,1024,30,3,6,43,-4,25,4,39,13,21,4,39,1,ERCO - West,1576,megawatthours,WEST
2023-12-29T00,35,6,113,0.0,0.0,75,10,6,1023,30,4,2,35,-2,28,-1,30,12,19,-1,30,1,ERCO - East,2229,megawatthours,EAST
2023-12-29T00,42,7,113,0.0,0.0,48,10,6,1024,30,15,6,42,-4,24,3,37,9,15,3,37,1,ERCO - North Central,14177,megawatthours,NCEN
2023-12-29T00,35,6,113,0.0,0.0,74,10,6,1027,30,0,2,35,-2,28,-1,30,9,15,-1,30,1,ERCO - North,1626,megawatthours,NRTH
2023-12-29T01,49,8,116,0.0,0.0,56,10,6,1023,30,26,10,49,1,34,8,46,16,25,8,46,1,ERCO - South,3534,megawatthours,SOUT
2023-12-29T01,46,8,113,0.0,0.0,63,10,6,1024,30,6,8,46,1,34,5,42,12,19,5,42,1,ERCO - South Central,7786,megawatthours,SCEN
2023-12-29T01,42,6,113,0.0,0.0,49,10,6,1024,30,2,6,42,-4,25,3,38,12,20,3,38,1,ERCO - West,1694,megawatthours,WEST
2023-12-29T01,49,7,113,0.0,0.0,52,10,6,1023,30,3,10,49,0,33,8,46,10,16,8,46,1,ERCO - Coast,12549,megawatthours,COAS
2023-12-29T01,41,7,113,0.0,0.0,51,10,6,1024,30,8,5,41,-4,25,3,37,9,15,3,37,1,ERCO - North Central,14926,megawatthours,NCEN
2023-12-29T01,34,6,113,0.0,0.0,77,10,6,1023,30,3,1,34,-2,28,-2,29,11,18,-2,29,1,ERCO - East,2286,megawatthours,EAST
2023-12-29T01,45,5,116,0.0,0.0,25,10,6,1022,30,41,7,45,-11,12,6,42,9,15,6,42,1,ERCO - Far West,5969,megawatthours,FWES
